book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,15,61,281,468,15,61,345,1186, سكنوا الارض وطردتهم الملاءكة واسره بعض الملاءكة فذهب به الي السماء وروي عن سعيد بن مسعود ذلك واولي الاقوال بالصواب ان يقال, ابوا ان يسجدوا لادم وقال اخرون بل السبب في ذلك انه كان من بقايا الجن الذين كانوا في الارض فسفكوا فيها الدماء وافسدوا فيها وعصوا ربهم فقاتلتهم الملاءكة ذكر من قال ذلك حدثنا ابن حميد قال حدثنا يحيي بن واضح قال حدثنا ابو سعيد اليحمدي اسماعيل بن ابراهيم قال حدثني سوار بن الجعد اليحمدي عن شهر بن حوشب قوله كان من الجن قال كان ابليس من الجن الذين طردتهم الملاءكة فاسره بعض الملاءكة فذهب به الي السماء حدثني علي بن الحسن قال حدثني ابو نصر احمد بن محمد الخلال قال حدثني سنيد بن داود قال حدثنا هشيم قال اخبرنا عبد الرحمن بن يحيي عن موسي بن نمير وعثمان بن سعيد بن كامل عن سعد ابن مسعود قال كانت الملاءكة تقاتل الجن فسبي ابليس وكان صغيرا وكان مع الملاءكة يتعبد معهم فلما امروا ان يسجدوا لادم سجدوا وابي ابليس فلذلك قال الله عز وجل الا ابليس كان من الجن قال ابو جعفر واولي الاقوال
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,15,61,550,1464,15,62,643,924, واجتهاده وجاءز ان يكون لكونه من الجن الغريب ومرة الهمداني بسكون الميم والدال المهملة نسبة الي همدان قبيلة كبيرة من اليمن ذكر خلق ادم عليه السلام ومن الاحاديث, اجتهاده كان في عبادة ربه وكثرة علمه وماms0061 كان اوتي من ملك السماء الدنيا والارض وخزن الجنان وجاءز ان يكون كان لغير ذلك من الامور ولا يدرك علم ذلك الا بخبر تقوم به الحجة ولا خبر في ذلك عندنا كذلك والاختلاف في امره علي ما حكينا ورويناه وقد قيل ان سبب هلاكه كان من اجل ان الارض كان فيها قبل ادم الجن فبعث الله ابليس قاضيا يقضي بينهم فلم يزل يقضي بينهم بالحق الف سنة حتي سمي حكما وسماه الله به واوحي اليه اسمه فعند ذلك دخله الكبر فتعظم وتكبر والقي بين الذين كان الله بعثه اليهم حكما الباس والعداوة والبغضاء فاقتتلوا عند ذلك في الارض الفي سنة فيما زعموا حتي ان خيولهم تخوض في دماءهم قالوا وذلك قول الله تبارك وتعالي افعيينا بالخلق الاول بل هم في لبس من خلق جديد وقول الملاءكة اتجعل فيها من يفسد فيها ويسفك الدماء فبعث الله تعالي عند ذلك نارا فاحرقتهم قالوا فلما راي ابليس ما نزل بقومه من العذاب عرج الي السماء فاقام عند الملاءكة يعبد الله في السماء مجتهدا لم يعبده شء من خلقه مثل عبادته فلم يزل مجتهدا في العبادة حتي خلق الله ادم فكان من امره ومعصيته ربه ما كان القول في خلق ادم ع وكان مما حدث في ايام
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,16,64,421,1424,16,65,608,154, قال ربنا تبارك وتعالي ولقد خلقنا الانسان من صلصال من حما مسنون واللازب الطين الملتزب بعضه ببعض اي ثم ترك حتي تغير وانتن وصار حما مسنونا يعني منتنا ثم صار صلصالا وهو الذي له صوت وانما سمي ادم لانه خلق من اديم الارض قال ابن عباس امر الله بتربة, صلصالا كما قال الله تعالي ولقدms0064 خلقنا الانسان من صلصال من حما مسنون وحدثنا ابن بشار قال حدثنا يحيي بن سعيد وعبد الرحمن بن مهدي قالا حدثنا سفيان عن الاعمش عن مسلم البطين عن سعيد بن جبير عن ابن عباس قال خلق ادم من
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,20,78,403,944,20,78,433,979, وقاسمهما اني لكما لمن الناصحين اي تكونا ملكين او تخلدا ان لم تكونا ملكين في نعمة الجنة قال, وقاسمهما اني لكما لمن الناصحين اي تكونان ملكين او تخلدان اي ان لم تكونا ملكين في نعمة الجنة فلا
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,21,84,1430,916,22,85,62,352, في ذلك من اهل العلم يقولms0021 انه نفخ فيه الروح اخر نهار يوم الجمعة قبل غروب الشمس وقد روي ابو صالح عن ابن عباس ان مكث, من اهل العلم فانه كان يقول ان ادم نفخ فيه الروح في اخر النهار من يوم الجمعة قبل غروب الشمس من ذلك اليوم ثم الاخبار عن رسول الله ص متظاهرة بان الله تبارك وتعالي اسكنه الجنة فيه وفيه اهبطه الي الارض فان كان ذلك صحيحا فمعلوم ان اخر ساعة من نهار يوم من ايام الاخرة ومن الايام التي اليوم الواحد منها مقداره الف سنة من سنيننا انما هي ساعة بعد مضي احدي عشرة ساعة وذلك ساعة من اثنتي عشرة ساعة وهي ثلاث وثمانون سنة واربعة اشهر من سنيننا فادم صلوات الله عليه اذ كان الامر كذلك انما خلق لمضي احدي عشرة ساعة من نهار يوم الجمعة من الايام التي اليوم الواحد منها الف سنة من سنينناms0084 فمكث جسدا ملقي لم ينفخ فيه الروح اربعين عاما من اعوامنا ثم نفخ فيه الروح فكان مكثه في السماء بعد ذلك ومقامه في الجنة الي ان اصاب الخطيءة واهبط الي الارض ثلاثا واربعين سنة من سنيننا واربعة اشهر وذلك ساعة من ساعات يوم من الايام الستة التي خلق الله تعالي فيها الخلق وقد حدثني الحارث بن محمد قال حدثنا محمد بن سعد قال حدثنا هشام بن محمد قال اخبرني ابي عن ابي صالح عن ابن عباس قال خرج
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,26,101,1543,438,27,101,20,530, احدهما ولم يتقبل من الاخر اليms0026 اخر القصة قال فلما قتله سقط في يده ولم يدر كيف, قربانا فتقبل من احدهما الي اخر القصة قال فلما قتله سقط في يديه ولم يدر كيف يواريه وذلك انه كان فيما يزعمون اول قتيل من بني ادم فبعث الله غرابا يبحث في
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,33,118,1481,697,34,118,33,998, وفاته وقد اتت عليه تسعماءةms0033 سنة واثنتا عشرة سنة ذكر عقب شيث وقام انوش بن شيث بعد موت ابيه, تسعماءة سنة واثنتا عشرة سنة وولد لشيث انوش بعد ان مضي من عمره ستماءه سنه وخمس سنين فيما يزعم اهل التوراة واما ابن اسحاق فانه قال فيما حدثنا ابن حميد قال حدثنا سلمة بن الفضل عنه نكح شيث بن ادم اخته حزورة ابنة ادم فولدت له يانش بن شيث ونعمة ابنة شيث وشيث يومءذ ابن ماءة سنة وخمس سنين فعاش بعد ما ولد له يانش ثمانماءه سنة وسبع سنين وقام انوش بعد مضي ابيه شيث
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,35,121,1156,745,35,122,1248,941, ذلك كان فيما بين ادم ونوح منهم ابن عباس او مثله ومثله روي الحكم بن عتيبة عن ابيه مع اختلاف قريب من القولين والله اعلم واما نسابو الفرس فقد ذكرت ما, ونوح ص ذكر من روي ذلك عنه حدثنا احمد بن زهير قال حدثنا موسي بن اسماعيل قال حدثنا داود يعني ابن ابي الفرات قال حدثنا علباء بن احمر عن عكرمة عن ابن عباس انه تلا هذه الاية ولا تبرجن تبرج الجاهلية الاولي قال كانت فيما بين نوح وادريس وكانت الف سنة وان بطنين من ولد ادم كان احدهما يسكن السهل والاخر يسكن الجبل وكان رجال الجبل صباحا وفي النساء دمامة وكان نساء السهل صباحا وفي الرجال دمامة وان ابليس اتي رجلا من اهل السهل في صورة غلام فاجر نفسه منه وكان يخدمه واتخذ ابليس لعنه الله شيءا مثل الذي يزمر فيه الرعاء فجاء فيه بصوت لم يسمع الناس مثله فبلغ ذلك من حولهم فانتابوهم يسمعون اليه واتخذوا عيدا يجتمعون اليه في السنة فتتبرج النساء للرجال قال وينزل الرجال لهن وان رجلا من اهل الجبل هجم عليهم وهم في عيدهم ذلك فراي النساء وصباحتهن فاتي اصحابه فاخبرهم بذلك فتحولوا اليهن فنزلوا عليهن فظهرت الفاحشة فيهن فهو قول الله عز وجل ولا تبرجن تبرج الجاهليةms0121 الاولي حدثنا ابن وكيع قال حدثنا ابن ابي غنية عن ابيه عن الحكم ولا تبرجن تبرج الجاهلية الاولي قال كان بين ادم ونوح ثمانماءه سنة وكان نساءهم اقبح ما يكون من النساء ورجالهم حسان فكانت المراة تريد الرجل علي نفسها فانزلت هذه الاية ولا تبرجن تبرج الجاهلية الاولي حدثني الحارث قال حدثنا ابن سعد قال اخبرني هشام قال اخبرني ابي عن ابي صالح عن ابن عباس قال لم يمت ادم حتي بلغ ولده وولد ولده اربعين الفا ببوذ وراي ادم فيهم الزنا وشرب الخمر والفساد فاوصي الا يناكح بنو شيث بني قابيل فجعل بنو شيث ادم في مغارة وجعلوا عليه حافظا لا يقربه احد من بني قابيل وكان الذين ياتونه ويستغفر لهم من بني شيث فقال ماءة من بني شيث صباح لو نظرنا الي ما فعل بنو عمنا يعنون بني قابيل فهبطت الماءة الي نساء صباح من بني قابيل فاحتبس النساء الرجال ثم مكثوا ما شاء الله ثم قال ماءة اخرون لو نظرنا ما فعل اخوتنا فهبطوا من الجبل اليهم فاحتبسهم النساء ثم هبط بنو شيث كلهم فجاءت المعصية وتناكحوا واختلطوا وكثر بنو قابيل حتي ملءوا الارض وهم الذين غرقوا ايام نوح مهلاءيل هو اوشهنج واما نسابو الفرس فقد ذكرت ما
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,37,125,1349,1555,38,126,142,75, الي ملة الصاءبين كذا قال ابو جعفر وغيره من العلماء انه ركب ابليس وطاف عليه والعهدة عليهم وانما نحن نقلنا ما قالوه قال ابن الكلبي اول ملوك الارض من بابل طهمورث وكان لله مطيعا وكان ملكه اربعين سنة وهو اول من كتب بالفارسية وفي ايامه عبدت الاصنام واولms0037 ما عرف الصوم في ملكه وسببه ان قوما فقراء تعذر عليهم القوت فامسكوا نهارا واكلوا ليلا ما يمسك رمقهم ثم اعتقدوه تقربا الي الله وجاءت الشراءع به ذكر خنوخ وهو ادريس عليه السلام, بالفارسيه وان بيوراسب ظهرms0125 في اول سنة من ملكه ودعا الي ملة الصابءين ذكر اخنوخ وهو ادريس ثم رجعنا الي ذكر اخنوخ وهو ادريس ع ثم نكح
0630IbnAthirCizzDin.Kamil,0310Tabari.Tarikh,39,128,1373,1048,40,128,29,1115, وصناع وطبقة حراثين واتخذ منهم خدما ووضع لكل امر خاتما مخصوصا به فكتب علي خاتم الحرب الرفق والمدارة وعلي خاتم الخراج العمارة والعدل وعلي خاتم البرد والرسل الصدق والامانة وعلي خاتم المظالم السياسة والانتصاف وبقيتms0039 رسوم تلك الخواتيم حتي محاها الاسلام ومن سنة ماءة وخمسين, كتابا وصناعا وحراثين واتخذ طبقة منهم خدما وامر كل طبقة من تلك الطبقات بلزوم العمل الذي الزمها اياه ومن سنة ماءة وخمسين الي
