book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,103,156,196,1549,103,157,480,838, سنة او سنتين الا وان الملك ينبغي ان يكون فيه ثلاث خصال ان يكون صديقا لا يكذب وان يكون سخيا لا يبخل وان يملك نفسه عند الغضب فانه مسلط ويده مبسوطة والخراج ياتيه فلا يستاثر علي جنده ورعيته بما هم اهل له وان يكثر العفو فانه لا ملك اقوي ولا ابقي من ملك فيه العفو فان الملك ان يخطء في العفو خير من ان يخطء في العقوبة الا وان الترك قد طمعت فيكم, علي عمارتها ثم ياخذ منهمms0156 بعد ذلك علي قدر ما لا يجحف بهم والجند للملك بمنزلة جناحي الطاءر فمتي قص من الجناح ريشه كان ذلك نقصانا منه فكذلك الملك انما هو بجناحه وريشه الا وان الملك ينبغي ان يكون فيه ثلاث خصال اولها ان يكون صدوقا لا يكذب وان يكون سخيا لا يبخل وان يملك نفسه عند الغضب فانه مسلط ويده مبسوطة والخراج ياتيه فينبغي الا يستاثر عن جنده ورعيته بما هم اهله وان يكثر العفو فانه لا ملك ابقي من ملك فيه العفو ولا اهلك من ملك فيه العقوبة ولان يخطء في العفو فيعفو خير من ان يخطء في العقوبة فينبغي للملك ان يتثبت في الامر الذي فيه قتل النفس وبواها واذا رفع اليه من عامل من عماله ما يستوجب به العقوبة فلا ينبغي له ان يحابيه وليجمع بينه وبين المتظلم فان صح عليه للمظلوم حق خرج اليه منه وان عجز عنه ادمي ادي عنه الملك ورده الي موضعه واخذه باصلاح ما افسد فهذا لكم علينا الا من سفك دما بغير حق او قطع يدا بغير حق فاني لا اعفو عن ذلك الا ان يعفو عنه صاحبه فخذوا هذا عني وان الترك قد طمعت فيكم فاكفوها
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,103,157,853,1426,103,158,868,722, يحلون عقد الرحال الا في غيرها وهي خطبة طويلة ثم امر بالطعام فاكلوا وشربوا, يحلون عقد الرحال الا في غيرها وانما بلغتهم فيها بالعواري فما احسن الشكر للمنعم والتسليم لمن القضاءms0157 له ومن احق بالتسليم لمن فوقه ممن لا يجد مهربا الا اليه ولا معولا الا عليه فثقوا ان النصر من الله تعالي وكونوا علي ثقة من درك الطلبة اذا صحت نياتكم واعلموا ان هذا الملك لا يقوم الا بالاستقامة وحسن الطاعة وقمع العدو وسد الثغور والعدل للرعية وانصاف المظلوم فشفاءكم عندكم والدواء الذي لا داء فيه الاستقامة والامر بالخير والنهي عن الشر ولا قوة الا بالله انظروا للرعية فانها مطعمكم ومشربكم ومتي عدلتم فيها رغبوا في العمارة فزاد ذلك في خراجكم وتبين في زيادة ارزاقكم واذا خفتم علي الرعية زهدوا في العمارة وعطلوا اكثر الارض فنقص ذلك من خراجكم وتبين في نقص ارزاقكم فتعاهدوا الرعية بالانصاف هذا قولي وامري يا موبذ موبذان الزم هذا القول وجد في هذا الذي سمعت في يومك اسمعتم ايها الناس فقالوا نعم قد قلت فاحسنت ونحن فاعلون ان شاء الله ثم امر بالطعام فوضع فاكلوا
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,285,315,1542,1546,286,316,38,88, الذي تحجه العرب بمكة غضب لماms0285 سمع انك تريد صرف الحجاج عنه ففعل هذا فغضب ابرهة وحلف ليسيرن الي, الذي تحج اليه العرب بمكة لماms0315 سمع من قولك اني اريد ان اصرف اليه حاج العرب فغضب فجاء فقعد فيها اي انها ليست لذلك باهل فغضب ابرهة وحلف ليسيرن الي
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,298,414,239,867,298,415,458,1093, وكانت الشيماء تحضنه مع امها حليمة وقدمت حليمة علي رسول الله بعد ان تزوج خديجة فاكرمها ووصلها وتوفيت قبل فتح رسول الله مكة فلما فتح مكة قدمت عليها اخت لها فسالها عنها فاخبرته بموتها فذرفت عيناه فسالها عمن خلفت فاخبرته فسالته نحلة وحاجة فوصلها وقال عبد الله بن جعفر بن ابي طالب, وكانت حليمة من بني سعد بن بكر اخبرنا محمد بن عبد الباقي قال اخبرنا ابو محمد الجوهري قال اخبرنا ابن حيوية قال اخبرنا احمد بن معروف قال اخبرنا الحارث بن ابي اسامة قال حدثنا محمد بن سعد قال حدثنا محمد بن عمر بن واقد قال حدثني موسي بن ابي شيبة عن عميرة بنت عبد الله بن كعب بن مالك عن برة بنت تجراة قالت اول من ارضع رسول الله صلي الله عليه وسلم ثويبة بلبن ابن لها يقال له مسروح اياما قبل ان تقدم حليمة وكانت قد ارضعت قبله حمزة بن عبد المطلب رضي الله عنه وارضعت بعده ابا سلمة بن عبد الاسد المخزومي وقد ذكرنا ان عبد المطلب تزوج هالة وزوج ابن عبد الله امنة في مجلس واحد فولد حمزة ثم ولد رسول الله صلي الله عليه وسلم فارضعتهما ثويبة مولاة ابي لهب بلبنms0414 ابنها مسروح اياما ولذلك قال رسول الله صلي الله عليه وسلم حين فرضت عليه ابنة حمزة ليتزوجها انها لا تحل لي انها ابنة اخي ارضعتني واياه ثويبة واعتق ابو لهب ثويبة وكانت ثويبة تدخل علي رسول الله صلي الله عليه وسلم بعد ما تزوج خديجة فيكرمها النبي صلي الله عليه وسلم وتكرمها خديجة وهي يومءذ امة ثم كان رسول الله صلي الله عليه وسلم بعث اليها بعد الهجرة بكسوة وصلة حتي ماتت بعد فتح خيبر قال مءلفه ولا نعلم انها قد اسلمت بل قد قال ابو نعيم الاصفهاني حكي بعض العلماء انه قد اختلف في اسلامها اخبرنا علي بن عبد الله الذغواني قال اخبرنا عبد الصمد بن علي بن المامون قال اخبرنا عبيد الله بن محمد بن حبابة قال اخبرنا يحيي بن صاعد قال اخبرنا الحسن بن ابي الربيع قال حدثنا وهب بن حزم قال حدثنا ابي عن النعمان بن راشد عن الزهري عن عروة قال كانت ثويبة لابي لهب فاعتقها فارضعت النبي صلي الله عليه وسلم فلما مات ابو لهب راه بعض اهله في النوم فقال ماذا لقيت يا ابا لهب فقال ما رايت بعدكم روحا غير اني سقت في هذه مني بعتقي ثويبة واشار الي ما بين الابهام والسبابة حديث حليمة اخبرنا محمد بن ناصر قال اخبرنا ابو الغناءم محمد بن علي بن ميمون قال اخبرنا محمد بن علي بن عبد الرحمن الحسني وابو طالب علي بن محمد اليماني قالا اخبرنا محمد الحسين السلمي قال
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,539,595,645,1484,539,596,688,568, اباه واخاه حين قتلا ومات ابو لهب بمكة بعد وصول خبر مقتل قريش بتسعة ايام وناحت قريش علي قتلاهم ثم قالوا, الفضل جالسة وقد سرنا ما جاءناms0595 من الخبر اذ اقبل ابو لهب يجر رجليه بشر فجلس فاقبل ابو سفيان بن الحارث فقال له ابو لهب هلم الي يا ابن اخي فعندك الخبر فاقبل فجلس اليه فقال اخبرني كيف كان امر الناس قال لا شء والله ان كان الا لقيناهم فمنحناهم اكتافنا يقتلون وياسرون كيف شاءوا وايم الله مع ذلك ما لمت الناس لقينا رجالا بيضا علي خيل بلق بين السماء والارض ما تليق شيءا ولا يقوم لها شء قال ابو رافع فقلت فتلك الملاءكة فرفع ابو لهب يده فضرب وجهي ضربة شديدة فثاورته فاحتملني فضرب بي الارض ثم برك علي يضربني فقامت ام الفضل الي عمود فضربته به ضربة شجته وقالت تستضعفه ان غاب عنه سيده فقام موليا ذليلا فو الله ما عاش الا سبع ليال حتي مات قال
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,765,956,419,389,765,956,897,657, له لو الحقت اهل القادسية باهل الايام فقال لم اكن لالحقهم بدرجة من لم يدركوا وقيل له قد سويت من بعدت داره بمن قربت داره وقاتلهم عن فناءه فقال من قربت داره احق بالزيادة لانهم كانوا اردءا للحتوف وشجي للعدو فهلا قال المهاجرون مثل قولكم حين سوينا بين السابقين منهم والانصار فقد كانت نصرة الانصار بفناءهم وهاجر اليهم المهاجرون من بعد وفرض لمن بعده القادسية واليرموك الفا الفا ثم فرض للروادف المثني خمسماءة خمسماءة ثم للروادف الليث بعدهم ثلاثماءة ثلاثماءة سوي كل طبقة في العطاء قويهم وضعيفهم عربهم وعجمهم وفرض للروادف الربيع علي ماءتين وخمسين, ردفوا بعد افتتاح القادسية واليرموك الفا الفا ثم لمن ردف الروادف خمسماءة خمسماءة ثم لمن ردف اولءك ثلاثماءة ثلاثماءة وسوي كل طبقة في العطاء ليس بينهم تفاضل قويهم وضعيفهم عربهم وعجمهم ثم فرض لمن ردف اولءك خمسين وماءتين ولمن ردفهم ماءتين وكان اخر من فرض له اهل هجر علي ماءتين وفرض لازواج رسول الله صلي الله عليه واله وسلم عشرة
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,803,1001,1561,966,804,1001,20,1006, لجاجتهم وقال ليحدثن فيكم ياms0803 اهل الشام حدث فحدث عام الرمادة واقسم عمر ان لا, ان الناس اصابهم جدب وقحط وجوع شديد حتي جعلت الوحش تاوي الي الانس وكانت الريح تسفي ترابا كالرماد
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,1060,1201,507,1252,1060,1202,560,382, الدنيا ولا ادعها فرقا من الموت فبايعوه لعشر خلون من شوال وكان يقال له ذو الثفنات ثم اجتمعوا في منزل شريح بن اوفي, الدنيا ولا ادعها فرقا من الموت وذلك بعد ما عرضوها علي حرقوص فابي وعرضوها علي حمزة فابي وعرضوها علي شريح بن اوفي العبسي فابي ولم يقبلها غير ابن اوهب الراسبي وقال ما قال ثم انهم اجتمعوا في منزل زيد بن حصن فقال ان الله قد اخذ عهودنا ومواثيقنا علي الامر بالمعروف والنهي عن المنكر وقد قال ومن لم يحكم بما انزل الله فاولءكms1201 هم الكافرون ومن لم يحكم بما انزل الله فاولءك هم الظالمون ومن لم يحكم بما انزل الله فاولءك هم الفاسقون فاشهد علي اهل دعوتنا من اهل قبلتنا انهم قد اتبعوا الهوي ونبذوا حكم الكتاب وجاروا في القول والفعل وان جهادهم حق علي المءمنين واقسم بالذي تعنو له الوجوه وتخشع له الابصار اني لو لم اجد علي تغيير الجور وقتال القاسطين احدا مساعدا لمضيت فردا حتي القي ربي ليري اني قد عبرت ارادة رضوانه فقال عبد الله بن وهب اشخصوا
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,1120,1252,1515,944,1121,1253,471,362, وفي هذه السنة تحركت الخوارجms1120 الذين كانوا انحازوا عمن قتل في النهر ومن كان ارتث من جراحته في النهر فبرءوا وعفا علي عنهم وكان سبب خروجهم ان حيان بن ظبيان السلمي كان خارجيا وكان قد ارتث يوم النهر فلما برء لحق بالري في رجال معه فاقاموا بها حتي بلغهم مقتل علي فدعا اصحابه وكانوا بضعة عشر احدهم سالم بن ربيعة العبسي فاعلمهم بقتل علي فقال سالم لا شلت يمين علت قذالة بالسيف وحمدوا الله علي قتله رضي الله عنه ولا رضي عنهم ثم ان سالما رجع عن راي الخوارج بعد ذلك وصلح ودعاهم حيان الي الخروج ومقاتلة اهل القبلة فاقبلوا الي الكوفة فاقاموا, فبرء وعفا عنهم علي بن ابي طالب رضي الله عنه وكان حيان بن ظبيان السلمي يري راي الخوارج وكان ممن ارتث يوم النهروان فعفا عنه علي رضي الله عنه في اربعماءة عفي عنهم من المرتثين يوم النهر فلبث في اهله شهرا او نحوه ثم خرج الي الري في رجال كانوا يرون ذلك الراي فلم يزالوا مقيمين بالري حتي بلغهم قتل علي رضي الله عنه فدعا اصحابه اولءك وكانوا تسعة عشر رجلا فاتوه فحمد الله واثني عليه ثم قال ايها الاخوان من المسلمين انه قد بلغني ان اخاكم ابن ملجم قعد لعلي عند اغباش الصبح فشد عليه فقتله فاخذ القوم يحمدون الله علي قتله فقال حيان انه والله ما تلبث الايام لابن ادم حتي تذيقه الموت فيدع الدنيا التي لا يبكي عليهاms1252 الا الفجرة فانصرفوا رحمكم الله الي مصرنا افلنات اخواننا فلندعهم الي الامر بالمعروف والنهي عن المنكر فانه لا عذر لنا في القعود وولاتنا ظلمة وسنة الهدي متروكة فان ظفرنا الله بهم يشفي صدور قوم مءمنين وان نقتل فهي مفارقة الظالمين ففيها راحة ولنا في اسلافنا الصالحين اسوة فقالوا كلنا قابل منك ما ذكرت وحامد رايك فرد بنا المصر فانا راضون بهداك فخرج وخرجوا معه مقبلين الي الكوفة فاحب العافية واحسن
0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,1315,1402,1488,1416,1316,1403,114,13, الجزيرة توجه لقصد العراق واخذه من ابن الزبيرms1315 فلما كان بالجزيرة بلغه موت مروان واتاه كتاب عبد الملك بن مروان يستعمله علي ما استعمله عليه ابوه ويحثه علي المسير الي العراق والبعث الاخر الي, وعليهم عبيد الله بن زياد فاما ابن زياد فانه سار حتي نزل الجزيرة فاتاه بها موت مروان وخرج اليه التوابون من اهل الكوفة طالبين بدم الحسين فجري لهم ما سبق ذكره وسنذكر باقي خبرهms1402 ان شاء الله واما حبيش فانتهي الي المدينة
