book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,637,385,292,1039,637,386,334,894, يفعل ما امر به رسول الله فسار واوقع بقباءل من ناس قضاعة التي ارتدت وغنم وعاد وكانت غيبته اربعين, افناكم الله بالطعن والطاعون اخبرنا ابو القاسم بن السمرقندي انا ابو الحسين بن النقور انا ابو طاهر المخلص نا ابو بكر احمد بن عبد الله بن سيف بن سعيد نا السري بن يحيي بن السري نا سعيد بن ابراهيم التيمي نا سيف بن عمر التميمي نا هشام بن عروة عن ابيه قال لما رجع رسول الله صلي الله عليه وسلم الي المدينة امر اسامة وضرب البعث علي عامة اهل المدينة وامره ان يسير حتي يوطء بهم ابل الزيت ويحلل به السير فطار في الافاق ان النبي صلي الله عليه وسلم اشتكا ووثب الاسود باليمن ومسيلمة باليمامة واتي النبي صلي الله عليه وسلم الخبر عنهماms00385 ثم ان طليحة وثب بعدما افاق النبي صلي الله عليه وسلم وبعدما جاءه الخبر عن الاسود ومسيلمة ثم انه اشتكي وجعه الذي توفاه الله فيه في عقب المحرم قال وتردد ناس من العسكرة لوجع رسول الله صلي الله عليه وسلم وبلغ النبي صلي الله عليه وسلم عن الذين قالوا في تامير اسامة علي المهاجرين والانصار فخرج صلي الله عليه وسلم عاصبا راسه من الصداع فاتي المنبر فقال انه بلغني ان رجالا قالوا في تامير رسول الله صلي الله عليه وسلم اسامة ولعمري لءن قالوا فيه لقد قالوا في ابيه من قبله وانه لخليق بالامارة وابوه من قبله فانفذوا بعث اسامة ح ودخل وخرج الناس الي الجرف فلما ثقل رسول الله صلي الله عليه وسلم اقاموا حتي شهدوه فلما فرغوا انفذه ابو بكر رضي الله عنه علي ما قال رسول الله صلي الله عليه وسلم وخرج ابو بكر الي الجرف فاستقري اسامة وبعثه وساله عمر فاذن له وقال له اصنع ما امرك به نبي الله صلي الله عليه وسلم ابدا ببلاد قضاعة ثم اءت ابل ولا تقصرن في شء من امر رسول الله صلي الله عليه وسلم ولا تعجلن لما خلفت عن عهده فمضي اسامة مغذا علي ذي المروة
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,638,19611,1320,1496,639,19612,410,1150, وكاتبنا الناس فاخبره الشيطان شيءا من ذلك فدعا قيسا ان شيطانه يامره بقتله لميله الي عدوه فحلف قيس لانت اعظم في نفسي من ان احدث نفسي بذلك ثم اتانا فقال يا جشنس ويا فيروز ويا داذويه فاخبرنا بقول الاسود فبينا نحن معه يحدثنا اذا ارسل الينا الاسود فتهددنا فاعتذرنا اليه ونجونا منهms0638 ولم نكد وهو مرتاب بنا ونحن نحذره فبينا نحن علي ذلك اذ جاءتنا كتب عامر بن شهر وذي زود وذي مران وذي الكلاع وذي ظلم يبذلون لنا النصر فكاتبناهم وامرناهم ان لا يفعلوا شيءا حتي نبرم امرنا وانما اهتاجوا لذلك حين كاتبهم النبي وكتب ايضا الي اهل نجران فاجابوه وبلغ ذلك الاسود واحس بالهلاك قال فدخلت علي ازاد وهي امراته التي تزوجها بعد قتل زوجها شهر بن باذان فدعوتها الي ما نحن عليه وذكرتها قتل زوجها شهر واهلاك عشيرتها وفضيحة النساء فاجابت وقالت, الناس ودعوناه واخبره الشيطان بشء فارسل الي قيس فقال يا قيس ما يقول هذا قال وماms19611 يقول قال يقول عمدت الي قيس فاكرمته حتي اذا دخل منك كل مدخل وصار في العز مثلك مال ميل عدوك وحاول ملكك واضمر علي الغدر انه يقول يا اسود يا اسود ويا سوءة ويا سوءة اقطف قنته وخذ من قيس اعلاه والا سلبك او قطف قنتك فقال قيس وحلف به كذب وذي الخمار لانت اعظم في نفسي وارجي عندي من ان احدث بك نفسي فقال ما اجفاك اتكذب الملك فقد صدق الملك وعرفت الان انك تاءب مما اطلع عليه منك ثم خرج فاتانا فقال يا جشيش ويا فيروز ويا داوذيه انه قد قال وقلت فما الراي فقلنا كن علي حذر فانا في ذلك وارسل الينا الم اشرفكم علي قومكم الم يبلغني عنكم فقلنا اقلنا مرتنا هذه فقال فلا يبلغني عنكم فاقلتكم فنجونا ولم نكد وهو في ارتياب من امرنا وامر قيس ونحن في ارتياب وعلي خطر عظيم اذ جاءنا اعتراض عامر بن شهر وذي زود وذي مران وذي كلاع وذي ظليم عليه وكاتبونا وبذلوا لنا النصر وكاتبناهم وامرناهم ان لا يحركوا شيءا حتي نبرم الامر وانما هاجوا لذلك حين جاء كتاب النبي صلي الله عليه وسلم اليهم وكتب النبي صلي الله عليه وسلم الي اهل نجران الي عربهم وساكني الارض من غير العرب فثبتوا فتنحوا وانضموا الي مكان واحد وبلغه ذلك واحس بالهلاك وفرق لنا الراي فدخلت علي اذاد وهي امراته فقلت يا ابنة عم قد عرفت بلاء هذا الرجل عند قومك قتل زوجك وطاطا في قومك القتل وسفك بمن بقي منهم وفضح النساء فهل عندك ممالاة عليه فقالت علي اي امره
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,789,5975,587,1257,789,5976,1038,948, الله عليه فلما فرق خالد في الذين انتجعوه الاموال سمع بذلك عمر بن الخطاب وكان لا يخفي عليه شء من عمله فدعا عمر البريد فكتب معه الي ابي عبيدة ان يقيم خالدا ويعقله بعمامته وينزع عنه قلنسوته حتي يعلمكم من اين اجاز الاشعث امن ماله ام من مال اصابة اصابها فان زعم انه فرقه من اصابة اصابها فقد اقر بخيانة وان زعم انه من ماله فقد اسرف واعزله علي كل حال واضمم اليك عمله فكتب ابو عبيدة الي خالد فقدم عليه ثم جمع الناس وجلس لهم علي المنبر فقام البريد فسال خالدا من اين اجاز الاشعث فلم يجبه وابو عبيدة ساكت لا يقول شيءا, حميا الخمور والخمور تسلسل قال ونا سيف عن الربيع وابي عثمان وابي حارثة قالوا وادرب سنة سبع عشرة خالد وعياض فسارا فاصابا امرا عظيما وكان توجها من الجابية مرجع عمر الي المدينة وعلي حمص ابو عبيدة وخالد تحت يديه علي قنسرين وعلي دمشق يزيد بن ابي سفيان وعلي الاردن معاوية وعلي فلسطين علقمة بن مجرزms05975 وعلي الاهراء عمرو بن عبسة وعلي السواحل عبد الله بن قيس وعلي كل عمل عامل فقامت مسالح الشام ومصر والعراق علي ذلك الي اليوم لم يجاز امة الي اخري خلفها بعد الا ان يقتحموا عليهم بعد كفر منهم فتقدموا مسالحهم واعتدل ذلك سنة سبع عشرة قال ونا سيف عن ابي المجالد والربيع وابي عثمان وابي حارثة باسنادهم قالوا ولما قفل خالد وبلغ الناس ما اصابت تلك الصاءفة انتجعه رجال فانتجع خالدا رجال من اهل الافاق وكان الاشعث انتجع خالدا بقنسرين فاجازه بعشرة الاف وكان عمر لا يخفي عليه شء في عمله فكتب اليه من العراق بخروج من خرج منها ومن الشام بجاءزة من اجيز فيها فدعا البريد وكتب معه الي ابي عبيدة ان يقيم خالدا ويعقله بعمامته وينتزع عنه قلنسوته حتي يعلمكم من اين اجاز الاشعث ام من مال الله ام من ماله او من اصابة اصابها فان زعم انه اصابها فقد اقر بخيانة وان زعم انها من ماله فقد اسرف واعزله علي كل حال واضمم اليك عمله فكتب ابو عبيدة الي خالد فقدم عليه ثم جمع الناس وجلس لهم علي المنبر فقام البريد فقال يا خالد امن مالك اجزت بعشرة الاف ام من اصابة فلم يجبه حتي اكثر عليه وابو عبيدة ساكت لا يقول شيءا
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,889,14972,1333,1107,890,14973,822,509, قراءة ابن مسعود فغضب حذيفة ومن وافقه وقالوا انما انتم اعراب فاسكتوا فانكم علي خطا وقال حذيفة والله لءن عشت لاتين امير المءمنين ولاشيرن عليه ان يحول بين الناس وبين ذلك فاغلظ له ابن مسعود فغضب سعي وقام وتفرق الناس وغضب حذيفة وسار الي عثمانms0889 فاخبره بالذي راي وقال انا النذير العريان فادركوا الامة فجمع عثمان الصحابة واخبرهم الخبر فاعظموه وراوا جميعا ما راي حذيفة فارسل عثمان الي حفصة بنت عمر ان ارسلي الينا بالصحف ننسخها وكانت هذه الصحف هي التي كتبت في ايام ابي بكر فان القتل لما كثر في الصحابة يوم اليمامة قال عمر لابي بكر ان القتل قد كثر واستحر بقراء القران يوم اليمامة واني اخشي ان يستحر القتل بالقراء فيذهب من القران كثير واني اري ان تامر بجمع القران فامر ابو بكر زيد بن ثابت فجمعه من الرقاع والعسب وصدور الرجال فكانت الصحف عند ابي بكر ثم عند عمر فلما توفي عمر اخذتها حفصة فكانت عندها فارسل عثمان اليها اخذها منها وامر زيد بن ثابت وعبد الله بن الزبير وسعيد بن العاص وعبد الرحمن بن الحارث بن هشام فنسخوها في المصاحف وقال عثمان اذا اختلفتم فاكتبوها بلسان قريش فانما نزل بلسانهم ففعلوا فلما نسخوا الصحف ردها عثمان الي حفصة وارسل الي كل افق بمصحف وحرق ما سوي ذلك وامر ان يعتمدوا عليها ويدعوا, عليه ان يحول بينه وبين ذلك حتي ترجعوا الي جماعة المسلمين والذي عليه اصحاب رسول الله صلي الله عليه وسلم بالمدينة وقال الناس مثل ذلك فقال عبدالله والله اذا ليصلين الله وجهك نار جهنم فقال سعيد بن العاص اعلي الله تالي والصواب مع صاحبك فغضب سعيد فقام وغضب ابن مسعود فقام وغضب القوم فتفرقوا وغضب حذيفة فرحل الي عثمان حتي قدم عليه فاخبره بالذي حدث في نفسه من تكذيب بعضهم بعضا بما يقرا ويقول انا النذير العريان فادركوا فجمع عثمان الصحابة واقام حذيفة فيهم بالذي راي وسمع وبالذي عليه حال النسا فاعظمواms14972 ذلك وراوا جميعا مثل الذي راي قالوا ان يتركوا ويمضي هذا القرن لا يعرف القران فسال عثمان ما لباب الفءاد فقيل مصحف كتبه ابو موسي وكان قرا علي رحال كثير ممن لم يكن جمع علي النبي صلي الله عليه وسلم وسال عن مصحف ابن مسعود فقيل له قرا علي مجمع بن جارية وخباب بن الارت جمع القران بالكوفة فكتب مصحفا وسال عن المقداد فقيل له جمع القران بالشام فلم يكونوا قرءوا علي النبي صلي الله عليه وسلم انما جمعوا القران في امصارهم فاكتتبت المصاحف وهو بالمدينة وفيها الذين قرءوا القران علي النبي صلي الله عليه وسلم وبثها في الامصار وامر الناس ان يعمدوا اليها
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,915,9855,478,1381,915,9856,577,280, يخطب علي واما اللحم فقد رايت ولكني لا اكل ذباءح القصابين منذ رايت قصابا يجر شاة الي مذبحها ثم وضع السكين علي حلقها فما زال يقول النفاق النفاق حتي ذبحها قال, فعرف ان الرجل مكذوب عليه فقال يا هذا اتري فيما اخرجت قال لا قال بلغ الخليفة انك لا تاكل اللحم وقد رايتك وعرفتms09855 ان قد كذب عليك وانك لا تري التزويج ولا تشهد الجمعة قال اما الجمعة فاني اشهدها في مءخر المسجد ثم ارجع في اواءل الناس واما التزويج فاني خرجت وانا يخطب علي واما اللحم فقد رايت ولكن كنت امرا لا اكل ذباءح القصابين مذ رايت قصابا يجر شاة الي مذبحها ثم وضع السكين علي حلقها فما زال يقول النفاق النفاق حتي وجبت قال
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,922,15034,772,670,922,15034,937,911, تصدقوا فالله يجزي المتصدقين فلما قرء في الامصار بكي الناس ودعوا لعثمان وبعث الي عمال الامصار فقدموا عليه في الموسم عبد الله بن عامر وعبد الله بن سعد ومعاوية وادخل معهم في المشورة سعيد بن العاص وعمرا فقال ويحكم ما هذه الشكاية, تصدقوا فان الله يجزي المتصدقين فلما قرء في الامصار ابكي الناس ودعوا لعثمان وقالوا ان الامة لتمخض بشر فالي ما ذاك مسلمها وما يدرون ما باب تلك الاذاعة وما حيلتها وبعث الي عمال الامصار فقدموا عليه فقدم عليه عبدالله بن عامر ومعاوية وعبدالله بن سعد وادخل معهم في المشورة سعيدا وعمرا فقال ويحكم ما هذه الشكاة
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,1137,7050,338,1405,1137,7051,438,719, قلاعها واتصل الخبر بمعاوية فساءه ذلك وكتب الي زياد يتهدده ويعرض له بولادة ابي سفيان اياه فلما قرا زياد كتابه قام في الناس وقال العجب كل العجب من ابن اكلة, المقالة عن زياد فقد طالتms07050 مجاملتي ثقيفا وتركي عندهم عرضا فءادي فلما قلد علي الخلافة قلد زياد بن ابيه فارس فضبطها وحمي قلاعها واباد الاعداء بناحيتها وحد اثره فيها واتصل الخبر بمعاوية فساءه ذلك وعظم عليه وكتب الي زياد اما بعد فان العش الذي ربيت فيه معلوم عندنا فلا تدع ان تاوي كما تاوي الطير في اوكارها ولولا والله اعلم به لقلت ما قاله العبد الصالح فلناتينهم بجنود لا قبل لهم بها ولنخرجنهم منها اذلة وهم صاغرون و كتب في اخر كتابه لله در زياد ايما رجل لو كان يعلم ما ياتي وما يذر تنسي اباك وقد خفت نعامته اذ يخطب الناس والوالي لنا عمر فافخر بوالدك الادني ووالدنا ان ابن حرب له في قومه خطر ان ابتهارك قوم لا تناسبهم الا بامك عار ليس يغتفر فاترك ثقيفا فان الله باعدهم عن كل فضل به تعلو الوري مضر فالراي مطرف والعقل تجربة فيها لصاحبها الايراد والصدر فلما ورد الكتاب علي زياد قام
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,1164,2555,757,250,1164,2555,984,521, من المسلمين نبحته كلابها ثم مشي اليه هدبة بن فياض بالسيف فارتعد فقالوا له زعمت انك لا تجزع من الموت فابرا من صاحبك وندعك فقال ومالي لا اجزع واري قبرا محفورا وكفنا منشورا وسيفا مشهورا واني والله جزعت من القتل لا اقول ما يسخط الرب فقتلوه وقتلوا ستة فقال عبد الرحمن بن حسان العنزي وكريم, المسلمين نبحته كلابها فمشي اليه الاعور هدبة بن فياض بالسيف فارعدت خصاءله فقال كلا زعمت انك لا تجزع من الموت فانا ادعك فابرا من صاحبك فقال وما لي لا اجزع وانا اري قبرا محفورا وكفنا منشورا وسيفا مشهورا اني والله وان جزعت من القتل لا اقول ما يسخط الرب فقتله واقبلوا يقتلونهم واحدا واحدا حتي قتلوا ستة قال عبد الرحمن بن حسان العنزي
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,1164,2554,757,1534,1164,2555,984,521, من المسلمين نبحته كلابها ثم مشي اليه هدبة بن فياض بالسيف فارتعد فقالوا له زعمت انك لا تجزع من الموت فابرا من صاحبك وندعك فقال ومالي لا اجزع واري قبرا محفورا وكفنا منشورا وسيفا مشهورا واني والله جزعت من القتل لا اقول ما يسخط الرب فقتلوه وقتلوا ستة فقال عبد الرحمن بن حسان العنزي وكريم, ما صليت صلاة قط اقصر منهاms02554 ولولا ان تروا ان ما بي جزع من الموت لاحببت ان استكثر منها ثم قال اللهم انا نستعديك علي امتنا فان اهل الكوفة شهدوا علينا وان اهل الشام يقتلوننا اما والله لءن قتلتموني بها اني لاول فارس من المسلمين هلك في واديها واول رجل من المسلمين نبحته كلابها فمشي اليه الاعور هدبة بن فياض بالسيف فارعدت خصاءله فقال كلا زعمت انك لا تجزع من الموت فانا ادعك فابرا من صاحبك فقال وما لي لا اجزع وانا اري قبرا محفورا وكفنا منشورا وسيفا مشهورا اني والله وان جزعت من القتل لا اقول ما يسخط الرب فقتله واقبلوا يقتلونهم واحدا واحدا حتي قتلوا ستة قال عبد الرحمن بن حسان العنزي
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,2222,2688,136,1457,2222,2689,378,654, وقلت ما تقول في هذا فقال اري كاتبا داهي الكتابة بين عليه وتاديب العراق منير له حركات قد يشاهدن انه عليم بتسقيط الخراج بصير ونظر الي اسحاق بن ابراهيم الرافقي فقال ومظهر نسك ما عليه ضميره يحب الهدايا بالرجال مكور اخال به جبنا وبخلا وشيمة تخبر عنه انه لوزير ثم نظر الي وقال وهذا نديم للامير ومءنس يكون, بقية علي بعير له اورق فسلمms02688 علينا فرددنا عليه السلام قال وانا واسحاق بن ابراهيم الرافقي واسحاق بن ابي ربعي ونحن نساير الامير وكنا يومءذ افره من الامير دوابا واجود منه كسا قال فجعل الاعرابي ينظر في وجوهنا قال فقلت يا شيخ قد الححت في النظر اعرفت منا امرا انكرته قال والله ما عرفتكم قبل يومي هذا ولا انكرتكم لسوء اراه بكم ولكني رجل حسن الفراسة في الناس جيد المعرفة بهم قال فاشرت له الي اسحاق بن ابي ربعي فقلت ما تقول في هذا فقال اري كاتبا زهو الكتابة بين عليه وتاديب العراق منير له حركات قد يشاهدن انه عليم بتقسيط الخراج بصير قال ونظر الي اسحاق بن ابراهيم الرافقي فقال ومظهر بسط ما عليه ضميره يحب الهدايا بالرجال مكور اخال به جبنا وبخلا وشيمة نخبر عنه انه لوزير ثم نظر الي وانشا يقول وهذا نديم للامير ومءنس يكون
0630IbnAthirCizzDin.Kamil,0571IbnCasakir.TarikhDimashq,2222,2689,136,403,2222,2689,378,654, وقلت ما تقول في هذا فقال اري كاتبا داهي الكتابة بين عليه وتاديب العراق منير له حركات قد يشاهدن انه عليم بتسقيط الخراج بصير ونظر الي اسحاق بن ابراهيم الرافقي فقال ومظهر نسك ما عليه ضميره يحب الهدايا بالرجال مكور اخال به جبنا وبخلا وشيمة تخبر عنه انه لوزير ثم نظر الي وقال وهذا نديم للامير ومءنس يكون, فقلت ما تقول في هذا فقال اري كاتبا زهو الكتابة بين عليه وتاديب العراق منير له حركات قد يشاهدن انه عليم بتقسيط الخراج بصير قال ونظر الي اسحاق بن ابراهيم الرافقي فقال ومظهر بسط ما عليه ضميره يحب الهدايا بالرجال مكور اخال به جبنا وبخلا وشيمة نخبر عنه انه لوزير ثم نظر الي وانشا يقول وهذا نديم للامير ومءنس يكون
