book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,183,29,769,442,183,29,820,660, محبة ولا مع المواساة بغضة وكتب الي ارسطاطاليس ايضا لما ملك بلاد فارس يذكر له انه راي بايران شهر رجالا ذوي, خلقه وكان الاسكندر في الايام التي لقي فيها دارا وجل من محاربته ودعاه الي الموادعة لما راي كثرة عدته وعتاده وعدد جنده فاستشار دارا اصحابه في امره فغشوه وزينوا له الحرب لفساد قلوبهم عليه وكاتبوا الاسكندر واطمعوه فيه وكان ملك دارا اربع عشرة سنة فهدم الاسكندر حصون الفرس وبيوت النيران
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,326,118,340,1434,326,119,943,941, جلس ضرب عليه بطنه فاشتد ذلك ثم عوفي وتعاهد ثلاثة اخوة من اهل اصطخر علي قتله غضبا لقتل اردشير وكانوا في حرسه وكان الحرس يقفون سماطين اذا ركب الملك عليهم السلاح وبايديهم السيوف والرماح فاذا حاذي الملك بعضهم وضع جبهته علي ترسه فوق الترس كهيءة السجود فركب شهريراز يوما فوقف الاخوة الثلاثة بعضم قريب من بعض فلما حاذاهم طعنوه فسقط ميتا فشدوا في رجله حبلا وجروه وساعدهم بعض العلماء وتساعدوا علي قتل جماعة قتلوا اردشير وكان جميع ملكه اربعين يوما ذكر ملك بوران ابنة ابرويز بن هرمز بن انو شروان لما قتل شهريراز ملكت الفرس بوران لانهم لم يجدوا من بيت المملكة رجلا يملكونه فلما احسنت السيرة في رعيتها وعدلت فيهم فاصلحت القناطر ووضعت ما بقي من الخراج وردت خشبة الصليب علي, عليه بطنه وبلغ من شدة ذلك عليه انه لم يقدر علي اتيان الخلاء فدعا بالطست فوضع امام ذلك السرير ومد في وجهه ما ستره فتبرز في الطست ثم امتعض رجل يقال لهms0118 بسفروخ واخوين له من قتل شهربراز اردشير بن شيرويه وغلبته علي الملك فتحالفوا علي قتله وكان من السنة اذا ركب الملك ان يقف له حرسه سماطين عليهم الدروع والبيض والترسة والسيوف وبايديهم الرماح فاذا حاذاهم الملك وضع كل رجل منهم ترسه علي قربوس سرجه ثم وضع جبهته عليه كهيءة السجود وان شهربراز ركب بعد ان ملك بايام فوقف له بسفروخ ثم طعنه اخواه فسقط عن دابته فشدوا في رجله حبلا وجروه اقبالا وادبارا ساعة وساعدهم قوم من العظماء وقتلوا عدة عاونوا في الفتك باردشير وملكوا بوران بنت كسري وكان جميع ما ملك شهربراز اربعين يوما وملكت بوران بنت كسري ابرويز فاحسنت السيرة وبسطت العدل وامرت برم القناطر والجسور واعادة العمارات ووضعت بقايا الخراج وكتبت الي الناس عامة كتبا تعلمهم ما هي عليه من الاحسان وانها ترجو ان يريهم الله من الرفاهة والاستقامة بمكانها ومن العدل وحفظ الثغور ما يعلمون به انه ليس ببطش الرجال تدوخ البلاد ولا بباسهم تستباح العساكر ولا بمكاءدهم ينال الظفر وتطفا النواءر ولكن ذلك كله بالله عز وجل وحسن النية واستقامة التدبير وامرت بالمناصحة وحسن الطاعة وردت خشبة الصليب علي
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,326,119,1462,1604,327,120,49,285, المملكة فلما اصبحوا راوه قتيلا فغيبوه وكان ابنه رستم وهو الذي قاتل المسلمين بالقادسية خليفة ابيه بخراسان فسار في عسكر حتي نزل بالمداءن وسمل عيني ارزميدخت وقتلها وقيل بل سمت وكان ملكهاms0326 ستة اشهر قيل ثم اتي رجل يقال له كسري بن مهرجسنس من عقب اردشير بن بابك كان ينزل, يقتل الا لعظيمة فامرت بجثته فغيبتms0119 وكان رستم بن فرخ هرمز هذا عظيم الباس قويا في نفسه وهو رستم صاحب القادسية الذي تولي قتال العرب من قبل يزدجرد في ما بعد وسنحكي خبره هناك فلما بلغه ما صنع بابيه اقبل في جند عظيم حتي نزلوا المداءن وسمل عيني ازرمي دخت وقتلها وكان ملكها ستة اشهر واختلف فيمن ملك بعد ازرمي دخت فقيل اتي برجل من عقب اردشير بن بابك كان ينزل
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,717,154,1106,640,717,154,1333,844, له قولا ولا فعلا وقال اني مكبر ثلاثا فتهياوا ثم املوا في الرابعة فلما كبر اول تكبيرة اعجلتهم الفرس وخالطوهم مع اول تكبيرة وركدت خيلهم وحربهم مليا فراي المثني خللا في بني عجل فجعل يمد لحيته لما يري منهم وارسل اليهم يقول الامير يقرا عليكم السلام ويقول لا تفضحوا المسلمين اليوم فقالوا, ان يعيب له قولا ولا عملا ثم قال اني مكبر ثلاثا فتهياوا ثم احملوا مع الرابعة فلما كبروا اول تكبيرة اعجلهم فارس فعاجلوهم وخالطوهم مع اول تكبيرة وركدت الحرب مليا فراي المثني خللا في بعض صفوفه فارسل اليهم الامير يقرا السلام ويقول لا تفضحوا المسلمين اليوم فقالوا
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,830,199,669,1512,830,200,723,178, الي عمر وبعثا بما خمسا ولما جمع عمر لعتبة عمل بكير كتب لاهل اذربيجان كتابا بالصلح وفيها قدم عتبة علي عمر بالخبيص, عتبة بفتح ما ولي وتم الصلحms0199 بعد ما هزم عتبة بهرام فكتب عتبة بينه وبين اهل اذربيجان كتابا حيث جمع له عمر بكير الي عمله بالامان وشروط الجزية وقري المسلمين وغير ذلك فتح الباب والفتوح التي كانت بعده وانفذ عمر سراقة بن عمرو وكان يكني ذا
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,897,212,258,1195,897,213,555,171, فوكل ماهويه بمرو ابنه براز ليحفظهما ويمنع عنها يزدجرد خوفا من مكره فركب يزدجرد يوما وطاف بالمدينة واراد دخولها من بعض ابوابها فمنعه براز فصاح به ابوه ليفتح الباب فلم يفعل واوما اليه ابوه ان لا يفعل ففطن له رجل من اصحاب يزدجرد فاعلمه بذلك واستاذنه في قتله وقال ان فعلت صفت لك الامور بهذه الناحية فلم ياذن له وقيل اراد يزدجرد صرف الدهقنة عن ماهوية الي صنجان, نزار فوكل ماهويه ابنه نزار بمدينة مرو وتقدم اليه والي اهل المدينة الا يفتحوا الباب ليزدجرد وقال لهم ليس هذا لكم بملك لانه قد سلم بلاده وجاءكم مفلولا مجروحا ومرو لا تحتمل ما تحتمل غيرها من الكور فاذا جءتكم غدا فلا تفتحوا الباب فلما اتاهم فعلوا ذلك وانصرف فرخزاذ فجثا بين يدي يزدجرد وقال استصعبت عليك مرو وهذه العرب قد اتتك قال فما الراي قال ان تلحق ببلادms0212 الترك فتقيم بها حتي يتبين لنا امر العرب فانهم لا يدعون بلدة الا دخلوها قال لست افعل ولكن ارجع عودي علي بدءي فعصاه ولم يقبل رايه فسار يزدجرد واتي نزار دهقان مرو واجمع علي صرف الدهقنة عن ابنه نزار الي
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,1019,267,651,1484,1019,268,746,655, وتقدم الاشتر ومن معه فانتهي الي معاوية فواقفه ولحق بهم علي فتواقفوا طويلا ثم ان عليا طلب لعسكره موضعا ينزل فيه وكان معاوية قد سبق فنزل منزلا اختاره بسيطا, من كان معه في تلك المقدمة وجاء علي في اثره حتيms0267 لحق بالاشتر وانتهي الي معاوية قال فلما انتهينا الي معاوية وجدناه قد عسكر في موضع سهل افيح قد اختاره قبل قدومنا الي جانب شريعة الفرات ليس في ذلك الصقع كله شريعة غيرها وجعلها في حيزه وبعث عليها بابي الاعور يمنعها ويحميها قال فارتفعنا علي الفرات رجاء ان نجد شريعة غيرها نستغني بها عن شريعتهم فلم نجدها قال فاتينا عليا فاخبرناه بعطش الناس وقال له الاشتر ان القوم قد سبقوك الي الشريعة والي سهولة المنزل فان رايت سرنا حتي نجوزهم الي القرية التي خرجوا منها فننزل في منزلهم فانهم يشخصون في اثرنا فاذا لحقونا نزلنا فكنا نحن وهم علي السواء فكره ذلك علي وقال ليس كل الناس يقوي علي المسير ونزل بهم فقال علي قاتلوهم علي الماء وبعث الي معاوية برسول يقول انا سرنا اليك ومن راينا الكف الي ان تنظر
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,1346,388,751,1377,1346,389,823,16, بعد مسير ابراهيم بن الاشتر وخرجوا بالجبابين كل رءيس بحبانة فلما بلغ المختار خروجهم ارسل قاصدا مجدا الي ابراهيم بن الاشتر فلحقه, اذا بلغ ابراهيم ساباط خرجوا الي جبابينهم بجماعة الرءساء فلما بلغ المختار اجتماع الناس عليه مثل شمر بن ذي الجوشن وشبث بن ربعي وحسان بن قاءد وربيعة بن ثروان وحجار بن ابجر ورءيم بن الحارث وعمرو بن الحجاج الزبيدي وغيرهم ممن ذكرناهم قبل ومن لم نذكرهمms0388 بعث رسولا يركض الي ابراهيم الاشتر وهو بساباط
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,1359,399,362,1540,1359,400,379,269, عليه ان يبعث الي المختار يعلمه حالهم فكتب الي المختار بذلك وطلب منه النجدة, المختار والي من كان بالكوفةms0399 رسولا يعلمهم حالهم وحال من معهم وما توعدهم به ابن الزبير فوجه ثلاثة نفر من الكوفة حين نام الحرس علي باب زمزم وكتب معهم الي المختار واهل الكوفة يعلمهم حاله وحال من معه وما توعدهم به ابن الزبير من القتل والحرق بالنار ويسالهم الا يخذلوه كما خذلوا الحسين واهل بيته فقدموا علي المختار ودفعوا اليه الكتاب
0630IbnAthirCizzDin.Kamil,0421Miskawayh.Tajarib,1374,411,521,1494,1374,412,761,650, السبخة فقطع عنهم الماء والمادة وقاتلهم المختار واصحابه قتالا ضعيفا واجترا الناس عليهم فكانوا اذا خرجوا رماهم الناس من فوق البيوت وصبوا عليهم الماء القذر وكان اكثر معاشهم من النساء تاتي المراة متخفية ومعها القليل من الطعام والشراب الي اهلها ففطن مصعب بالنساء فمنعهن فاشتد علي المختار واصحابه العطش وكانوا, المختار وقطع عنهم الماء والمادة وبعث عبد الرحمنms0411 بن محمد بن الاشعث فنزل الكناسة وبعث الي الجبابين ليقطع عن المختار واصحابه الماء والمادة فاصابهم جهد شديد وكان المختار ربما خرج هو واصحابه فقاتلوا قتالا ضعيفا وكان لا تخرج له خيل الا رميت بالحجارة من فوق البيوت ويصب عليهم الماء القذر فاجترا الناس عليهم فكان افضل معايشهم من نساءهم وذلك ان المراة كانت تخرج من منزلها معها الطعام واللطف والماء قد التحفت عليه فتخرج كانها تريد المسجد الاعظم للصلاة او تزور قرابة لها فاذا دنت من القصر فتح لها فدخلت علي حميمها بطعامه وشرابه ولطفه وان ذلك ليبلغ مصعبا وكان المهلب ذا حنكة وتجربة فقال ايها الامير اجعل عليهم دروبا حتي يمكنك ان تمنع ما ياتيهم من جهة اهليهم وتدعهم في حصنهم حتي يموتوا فيه وكان القوم اذا اشتد عليهم العطش استقوا ماء البءر
